ankh	0.99953
ankh	0.9979855
ankh	0.9990646
ankh	0.9994994
ankh	0.9994148
ankh	0.9993329
ankh	0.9993097
ankh	0.9992533
ankh	0.999809
ankh	0.9915367
ankh	0.9992388
ankh	0.999493
ankh	0.9995991
ankh	0.9983719
ankh	0.9994816
ankh	0.999596
ankh	0.9979593
ankh	0.9990351
ankh	0.9985594
ankh	0.9989737
ankh	0.99955
ankh	0.9994467
ankh	0.9997495
ankh	0.995316
ankh	0.9923685
ankh	0.9993869
ankh	0.999634
ankh	0.9996592
ankh	0.999569
ankh	0.9995849
ankh	0.9956416
ankh	0.9979167
ankh	0.9995812
ankh	0.999265
ankh	0.9992166
ankh	0.9969286
ankh	0.9996597
ankh	0.99086
ankh	0.9980906
ankh	0.9995728
ankh	0.9997647
ankh	0.9985092
ankh	0.9991907
ankh	0.9952886
ankh	0.9990447
ankh	0.998153
ankh	0.9993402
ankh	0.9996418
ankh	0.9993627
ankh	0.999889
ankh	0.9998134
ankh	0.9992907
ankh	0.9989382
ankh	0.9995755
ankh	0.9983311
ankh	0.9996827
ankh	0.997145
ankh	0.9998996
ankh	0.9989447
ankh	0.9995639
ankh	0.9991435
ankh	0.999895
ankh	0.9983797
ankh	0.9993801
ankh	0.9993228
ankh	0.9987418
ankh	0.9994256
ankh	0.9938746
ankh	0.9935814
ankh	0.9995938
ankh	0.9996929
ankh	0.9991688
ankh	0.998067
ankh	0.998707
ankh	0.9983756
ankh	0.9996801
ankh	0.9982177
ankh	0.9994672
ankh	0.9990971
ankh	0.9995838
ankh	0.9986047
ankh	0.999387
ankh	0.9808689
ankh	0.9991872
ankh	0.9890655
ankh	0.9995987
ankh	0.998075
ankh	0.9993746
ankh	0.9931013
ankh	0.9995642
ankh	0.9989117
ankh	0.9982183
ankh	0.999087
ankh	0.9985797
ankh	0.9960539
ankh	0.9945868
morpork	0.9939967
morpork	0.9981455
morpork	0.997472
morpork	0.9998347
morpork	0.9506214
morpork	0.9704929
morpork	0.9998473
morpork	0.9908246
morpork	0.991335
morpork	0.9925099
morpork	0.984485
morpork	0.9386225
morpork	0.6155695
morpork	0.9725174
morpork	0.3359098
morpork	0.9080475
morpork	0.9952067
morpork	0.9828446
morpork	0.7292312
morpork	0.2835093
morpork	0.9907722
morpork	0.99969
morpork	0.926204
morpork	0.9868865
morpork	0.9819155
morpork	0.9743578
morpork	0.973001
morpork	0.9926475
morpork	0.9912747
morpork	0.995496
morpork	0.9990403
morpork	0.9926585
morpork	0.984623
morpork	0.9997179
morpork	0.9987678
morpork	0.9882396
morpork	0.9982415
morpork	0.2187905
morpork	0.9447384
morpork	0.9989424
morpork	0.9989824
morpork	0.9694251
morpork	0.9537636
morpork	0.9864045
morpork	0.9637634
morpork	0.987713
morpork	0.9953697
morpork	0.989713
morpork	0.9993851
morpork	0.9602215
morpork	0.80191
morpork	0.9989734
morpork	0.9971488
morpork	0.9917546
morpork	0.9322896
morpork	0.9974258
morpork	0.9937544
morpork	0.9895514
morpork	0.993986
morpork	0.9952148
morpork	0.9380263
morpork	0.9993716
morpork	0.9422274
morpork	0.9804674
morpork	0.9985442
morpork	0.9995913
morpork	0.998587
morpork	0.9991235
morpork	0.999451
morpork	0.8268258
morpork	0.8960298
morpork	0.9964364
morpork	0.9922617
morpork	0.9998391
morpork	0.9995755
morpork	0.9319634
morpork	0.923975
morpork	0.9953515
morpork	0.8916012
morpork	0.9996116
morpork	0.9899734
morpork	0.9905248
morpork	0.9998464
morpork	0.9028024
morpork	0.9808906
morpork	0.6279076
morpork	0.9996778
morpork	0.9984
morpork	0.9772994
morpork	0.9820915
morpork	0.9954878
morpork	0.9339643
morpork	0.9891088
morpork	0.9992749
