# PLATE_NAME morpork
# PLOT_MAX 0.2062746
# PLOT_MIN -0.004547167
0.1802014	0.1116069	0.1380793	0.1216276	0.1250904	0.1341154	0.1318387	0.1742275
0.04287019	0.1255754	0.06033949	0.08920018	0.1308027	0.06873617	0.04902138	0.1226015
0.02074686	0.18026	0.1423454	0.1548146	0.1452437	0.01194122	0.02893474	0.151957
0.1604507	0.03862625	0.1441739	0.1044316	0.09087322	0.0553606	0.09047468	0.09389917
0.1672311	0.131414	0.2143383	0.03567654	0.05856444	0.06627239	-0.004547167	0.1719679
0.08475918	0.06114849	0.1915576	0.07129314	0.0817764	0.1692811	0.1933493	0.1037303
0.1117013	0.1439156	0.1060551	0.02304557	0.06539702	0.1918321	0.06806344	0.1372186
0.09488634	0.1683912	0.09245248	0.05524498	0.1025704	0.1144458	0.08811832	0.01457793
0.1022239	0.09382282	0.1192913	0.0531825	0.1199127	-0.00130018	0.05214929	0.1476958
0.07682276	0.03886866	0.1128536	0.1361559	0.0484357	0.170232	0.0961415	0.08309661
0.1455022	0.08688817	0.02908133	0.07208563	0.08591329	0.04621729	0.2062746	0.08293359
0.1301285	0.1269516	0.176652	0.09046066	0.07345512	0.06069477	0	0
