# PLATE_NAME ankh
# PLOT_MAX 0.9998996
# PLOT_MIN 0.2187905
0.99953	0.9979855	0.9990646	0.9994994	0.9994148	0.9993329	0.9993097	0.9992533
0.999809	0.9915367	0.9992388	0.999493	0.9995991	0.9983719	0.9994816	0.999596
0.9979593	0.9990351	0.9985594	0.9989737	0.99955	0.9994467	0.9997495	0.995316
0.9923685	0.9993869	0.999634	0.9996592	0.999569	0.9995849	0.9956416	0.9979167
0.9995812	0.999265	0.9992166	0.9969286	0.9996597	0.99086	0.9980906	0.9995728
0.9997647	0.9985092	0.9991907	0.9952886	0.9990447	0.998153	0.9993402	0.9996418
0.9993627	0.999889	0.9998134	0.9992907	0.9989382	0.9995755	0.9983311	0.9996827
0.997145	0.9998996	0.9989447	0.9995639	0.9991435	0.999895	0.9983797	0.9993801
0.9993228	0.9987418	0.9994256	0.9938746	0.9935814	0.9995938	0.9996929	0.9991688
0.998067	0.998707	0.9983756	0.9996801	0.9982177	0.9994672	0.9990971	0.9995838
0.9986047	0.999387	0.9808689	0.9991872	0.9890655	0.9995987	0.998075	0.9993746
0.9931013	0.9995642	0.9989117	0.9982183	0.999087	0.9985797	0.9960539	0.9945868
