# PLATE_NAME morpork
# PLOT_MAX 0.9998996
# PLOT_MIN 0.2187905
0.9939967	0.9981455	0.997472	0.9998347	0.9506214	0.9704929	0.9998473	0.9908246
0.991335	0.9925099	0.984485	0.9386225	0.6155695	0.9725174	0.3359098	0.9080475
0.9952067	0.9828446	0.7292312	0.2835093	0.9907722	0.99969	0.926204	0.9868865
0.9819155	0.9743578	0.973001	0.9926475	0.9912747	0.995496	0.9990403	0.9926585
0.984623	0.9997179	0.9987678	0.9882396	0.9982415	0.2187905	0.9447384	0.9989424
0.9989824	0.9694251	0.9537636	0.9864045	0.9637634	0.987713	0.9953697	0.989713
0.9993851	0.9602215	0.80191	0.9989734	0.9971488	0.9917546	0.9322896	0.9974258
0.9937544	0.9895514	0.993986	0.9952148	0.9380263	0.9993716	0.9422274	0.9804674
0.9985442	0.9995913	0.998587	0.9991235	0.999451	0.8268258	0.8960298	0.9964364
0.9922617	0.9998391	0.9995755	0.9319634	0.923975	0.9953515	0.8916012	0.9996116
0.9899734	0.9905248	0.9998464	0.9028024	0.9808906	0.6279076	0.9996778	0.9984
0.9772994	0.9820915	0.9954878	0.9339643	0.9891088	0.9992749	0	0
