# PLATE_NAME ankh
# PLOT_MAX 0.2062746
# PLOT_MIN -0.004547167
0.0663693	0.02888232	0.06072043	0.04802103	0.05845298	0.05839395	0.05415009	0.05974358
0.04444634	0.0610506	0.05162348	0.05614345	0.04557609	0.04880282	0.05754223	0.03446389
0.06559604	0.04453828	0.05535825	0.05884677	0.0501087	0.05278246	0.06341491	0.06329001
0.04688347	0.02855217	0.04258081	0.04635195	0.05695317	0.05799448	0.03330533	0.04536924
0.04733932	0.05637085	0.04981736	0.04760121	0.06649784	0.02818451	0.03704331	0.03950601
0.03880119	0.0594271	0.05223653	0.05516853	0.05638616	0.04730114	0.03747522	0.05203336
0.04890238	0.05197422	0.05864063	0.0638567	0.05120949	0.07003645	0.04411091	0.06631758
0.03593556	0.05207998	0.05453182	0.05360451	0.06647779	0.05329585	0.05471621	0.03655129
0.05184676	0.0620614	0.04267808	0.03892193	0.03929237	0.06881781	0.0609689	0.04581641
0.04296837	0.06673514	0.05527004	0.03338119	0.04975324	0.06605798	0.0537514	0.03887538
0.05524134	0.04999973	0.04055921	0.06434567	0.05162169	0.06051324	0.03371034	0.06150516
0.04874101	0.05421697	0.04443087	0.04873188	0.05463189	0.03952323	0.04158309	0.04959282
