# PLATE_NAME plate06
# PLOT_MAX 0.4773
# PLOT_MIN 0.0682
0.3095	0.3023	0.1591	0.2222	0.2439	0.2381	0.3023	0.2791
0.3250	0.2821	0.2444	0.1905	0.2273	0.1429	0.2558	0.3409
0.3571	0.1860	0.3409	0.2273	0.2273	0.2727	0.2857	0.2273
0.3864	0.2727	0.1860	0.2955	0.2750	0.2273	0.2683	0.2500
0.2093	0.2045	0.1860	0.2273	0.3488	0.2955	0.2273	0.2381
0.2326	0.1395	0.2500	0.2667	0.2222	0.2558	0.3333	0.1860
0.3182	0.2500	0.2273	0.1628	0.3111	0.2000	0.1591	0.1860
0.3182	0.1905	0.3333	0.2500	0.1905	0.2273	0.3333	0.2667
0.1778	0.3750	0.2619	0.3864	0.1707	0.3171	0.2955	0.2667
0.2857	0.1667	0.2326	0.2381	0.1579	0.2444	0.1190	0.3488
0.2326	0.3000	0.2821	0.1778	0.2250	0.3333	0.2093	0.3721
0.2889	0.3721	0.2326	0.3000	0.2632	0.4524	0.2381	0.2791
