# PLATE_NAME plate06
# PLOT_MAX 1.000000
# PLOT_MIN 0.891089
0.930693	0.980198	0.940594	0.980198	0.930693	0.960396	0.960396	0.960396
0.940594	0.920792	0.970297	0.950495	0.990099	0.960396	0.980198	0.970297
0.930693	0.940594	0.950495	0.980198	0.960396	0.980198	0.970297	0.960396
0.940594	0.980198	0.950495	0.980198	0.920792	0.960396	0.930693	0.960396
0.960396	0.960396	0.930693	0.980198	0.960396	0.940594	0.980198	0.940594
0.940594	0.960396	0.960396	0.950495	0.960396	0.930693	0.980198	0.960396
0.960396	0.960396	0.960396	0.950495	0.990099	0.930693	0.980198	0.930693
0.970297	0.930693	0.970297	0.950495	0.940594	0.940594	0.960396	0.940594
0.970297	0.920792	0.930693	0.960396	0.950495	0.960396	0.970297	0.980198
0.940594	0.940594	0.970297	0.960396	0.930693	0.980198	0.950495	0.950495
0.960396	0.940594	0.891089	0.950495	0.940594	0.960396	0.960396	0.950495
0.980198	0.950495	0.950495	0.920792	0.910891	0.950495	0.950495	0.930693
