# PLATE_NAME plate08
# PLOT_MAX 0.4773
# PLOT_MIN 0.0682
0.2558	0.2791	0.4091	0.2444	0.1860	0.2143	0.3171	0.2955
0.2143	0.3111	0.2791	0.1818	0.1842	0.2326	0.1395	0.2791
0.1333	0.1591	0.1364	0.2667	0.2093	0.2727	0.2791	0.2667
0.2000	0.1905	0.4545	0.2791	0.2619	0.3111	0.2791	0.2857
0.4524	0.2667	0.1905	0.1905	0.2955	0.2381	0.4286	0.2326
0.3256	0.1628	0.3256	0.1750	0.1951	0.1364	0.2791	0.1628
0.3023	0.1395	0.1163	0.2222	0.2667	0.2955	0.3023	0.2667
0.2683	0.2195	0.2727	0.2955	0.4091	0.3023	0.2195	0.2500
0.3111	0.2222	0.2791	0.1136	0.2381	0.2791	0.3256	0.2955
0.1364	0.2683	0.2955	0.3636	0.2667	0.2439	0.2195	0.1220
0.2308	0.2195	0.2619	0.3250	0.1860	0.2955	0.2195	0.2727
0.1429	0.2326	0.2500	0.1364	0.1860	0.3409	0.1579	0.2273
