# PLATE_NAME plate09
# PLOT_MAX 0.4773
# PLOT_MIN 0.0682
0.1429	0.2791	0.3023	0.2143	0.3182	0.2326	0.2857	0.1364
0.2381	0.2500	0.2444	0.1591	0.2381	0.2222	0.1395	0.2500
0.2143	0.3182	0.2558	0.2222	0.2326	0.1818	0.2045	0.1136
0.3409	0.2326	0.2093	0.2143	0.3256	0.1628	0.4773	0.2093
0.3182	0.1667	0.2143	0.3023	0.1860	0.2791	0.1860	0.3023
0.3023	0.2326	0.3023	0.2889	0.2727	0.2326	0.2683	0.4048
0.1818	0.3810	0.2500	0.2857	0.2791	0.2381	0.3333	0.3636
0.2000	0.1905	0.3590	0.2045	0.2955	0.1778	0.1818	0.2727
0.3256	0.1591	0.1395	0.3636	0.2045	0.3864	0.3095	0.1860
0.2857	0.2889	0.2791	0.2558	0.3953	0.2619	0.4419	0.2955
0.1429	0.2791	0.2727	0.2791	0.3023	0.2727	0.2444	0.2857
0.1163	0.1591	0.3333	0.2439	0.2727	0.1333	0.3636	0.1395
