# PLATE_NAME plate02
# PLOT_MAX 0.4773
# PLOT_MIN 0.0682
0.1905	0.3182	0.2889	0.2444	0.3333	0.3810	0.2955	0.2857
0.1750	0.2326	0.2326	0.1395	0.2500	0.2195	0.1190	0.3953
0.4286	0.2727	0.3636	0.1951	0.2045	0.2955	0.1628	0.2326
0.1707	0.2857	0.2000	0.2500	0.2195	0.2222	0.3111	0.3721
0.2955	0.2564	0.2045	0.2857	0.3333	0.1860	0.2619	0.2143
0.2558	0.2927	0.2326	0.3182	0.2857	0.2791	0.2955	0.2273
0.2619	0.2195	0.2439	0.2791	0.1556	0.2955	0.2500	0.2222
0.1860	0.2439	0.2558	0.2857	0.2558	0.2000	0.2667	0.2045
0.2143	0.1591	0.2045	0.3409	0.2889	0.1818	0.3023	0.2273
0.3023	0.2500	0.1707	0.2444	0.2619	0.2955	0.1818	0.2619
0.2143	0.2619	0.1136	0.3256	0.2927	0.2619	0.1860	0.1163
0.0698	0.3488	0.2273	0.2273	0.1136	0.2000	0.2667	0.2045
