# PLATE_NAME plate10
# PLOT_MAX 0.4773
# PLOT_MIN 0.0682
0.1905	0.2857	0.1860	0.2727	0.3095	0.0682	0.2857	0.1818
0.3095	0.2750	0.2326	0.2326	0.1778	0.2619	0.1707	0.2444
0.2955	0.2381	0.2273	0.3778	0.2000	0.1818	0.2558	0.2381
0.3182	0.1707	0.2750	0.2326	0.2250	0.2273	0.2857	0.3333
0.3023	0.2558	0.3256	0.2955	0.0732	0.3023	0.2381	0.1220
0.2500	0.2667	0.2143	0.3023	0.1591	0.2619	0.2857	0.3333
0.1364	0.1429	0.3000	0.2093	0.1778	0.3571	0.1628	0.3023
0.1905	0.4000	0.1000	0.2667	0.2558	0.2381	0.2667	0.3488
0.2273	0.2857	0.3095	0.1395	0.2927	0.3864	0.2326	0.1818
0.2273	0.2955	0.3111	0.2667	0.2667	0.2273	0.3095	0.1628
0.3182	0.3409	0.3256	0.3810	0.3111	0.2727	0.2558	0.2439
0.2619	0.2439	0.3488	0.1591	0.3556	0.2619	0.2889	0.2143
