# PLATE_NAME plate03
# PLOT_MAX 0.4773
# PLOT_MIN 0.0682
0.3023	0.1190	0.2143	0.2045	0.1591	0.2326	0.2045	0.2727
0.1556	0.1778	0.2381	0.2045	0.2143	0.2558	0.2727	0.2381
0.2045	0.2000	0.2791	0.2000	0.2143	0.0714	0.2273	0.2045
0.2143	0.1628	0.1951	0.1591	0.2564	0.2045	0.1818	0.2889
0.2558	0.3182	0.2273	0.1667	0.2791	0.2791	0.4091	0.2558
0.1707	0.2558	0.2558	0.3721	0.2093	0.3095	0.3810	0.3409
0.1667	0.2857	0.2093	0.3556	0.3902	0.3000	0.1395	0.1951
0.1667	0.1905	0.2273	0.2500	0.3333	0.2444	0.3023	0.1667
0.3333	0.2000	0.2143	0.3095	0.2889	0.2045	0.2045	0.2727
0.3333	0.2791	0.2326	0.2791	0.3158	0.3171	0.1905	0.3571
0.2143	0.3111	0.2955	0.2727	0.2000	0.2727	0.2619	0.1860
0.2727	0.2791	0.2558	0.1395	0.3256	0.2273	0.2857	0.2045
